"Series.Name","year","value"
"Population, female (% of total population)",2018,51.662495530926
"Population, female (% of total population)",2019,51.5262050754151
"Population, female (% of total population)",2020,51.5677376690306
"Population, female (% of total population)",2021,51.7902388131571
"Population, female (% of total population)",2022,52.0027281029281
"Population, female (% of total population)",2023,52.2082589468034
"Population, female (% of total population)",2024,52.3968246490154
"Population, male (% of total population)",1975,48.8566897870744
"Population, male (% of total population)",1976,48.6307363802901
"Population, male (% of total population)",1977,48.4123674154897
"Population, male (% of total population)",1978,48.1973475959177
"Population, male (% of total population)",1979,47.9943239579803
"Population, male (% of total population)",1980,47.9055992212661
"Population, male (% of total population)",1981,47.9449252235111
"Population, male (% of total population)",1982,48.0104621810403
"Population, male (% of total population)",1983,48.0713150855741
"Population, male (% of total population)",1984,48.1221172853064
"Population, male (% of total population)",1985,48.1666302902835
"Population, male (% of total population)",1986,48.2014033494853
"Population, male (% of total population)",1987,48.2286096256684
"Population, male (% of total population)",1988,48.2598972024954
"Population, male (% of total population)",1989,48.3007613217173
"Population, male (% of total population)",1990,48.3153645400608
"Population, male (% of total population)",1991,48.2774971452902
"Population, male (% of total population)",1992,48.2239822254571
"Population, male (% of total population)",1993,48.1703960978572
"Population, male (% of total population)",1994,48.1130743379993
"Population, male (% of total population)",1995,48.0532106832693
"Population, male (% of total population)",1996,47.9943119504805
"Population, male (% of total population)",1997,47.9354593984475
"Population, male (% of total population)",1998,47.869436092306
"Population, male (% of total population)",1999,47.7983366643028
"Population, male (% of total population)",2000,47.7136462851933
"Population, male (% of total population)",2001,47.679818660966
"Population, male (% of total population)",2002,47.7051781069564
"Population, male (% of total population)",2003,47.7355298555066
"Population, male (% of total population)",2004,47.7702044790652
"Population, male (% of total population)",2005,47.7989350135214
"Population, male (% of total population)",2006,47.8231735691019
"Population, male (% of total population)",2007,47.8387376549254
"Population, male (% of total population)",2008,47.8365744203441
"Population, male (% of total population)",2009,47.8170458696691
"Population, male (% of total population)",2010,47.8097280620067
"Population, male (% of total population)",2011,47.8380506874401
"Population, male (% of total population)",2012,47.8805718285282
"Population, male (% of total population)",2013,47.9104665703733
"Population, male (% of total population)",2014,47.9294117647059
"Population, male (% of total population)",2015,47.9869922591972
"Population, male (% of total population)",2016,48.0963727284813
"Population, male (% of total population)",2017,48.213253151382
"Population, male (% of total population)",2018,48.337504469074
"Population, male (% of total population)",2019,48.4737949245849
"Population, male (% of total population)",2020,48.4322623309694
"Population, male (% of total population)",2021,48.2097611868429
"Population, male (% of total population)",2022,47.9972718970719
"Population, male (% of total population)",2023,47.7917410531966
"Population, male (% of total population)",2024,47.6031753509846
"Population, total",1975,94484
"Population, total",1976,96166
"Population, total",1977,93203
"Population, total",1978,95929
"Population, total",1979,96183
"Population, total",1980,99636
"Population, total",1981,99853
"Population, total",1982,100068
"Population, total",1983,100348
"Population, total",1984,100600
"Population, total",1985,100760
"Population, total",1986,100842
"Population, total",1987,100901
"Population, total",1988,100952
"Population, total",1989,101041
"Population, total",1990,103963
"Population, total",1991,104807
"Population, total",1992,105712
"Population, total",1993,106578
"Population, total",1994,107318
"Population, total",1995,107818
"Population, total",1996,108095
"Population, total",1997,108357
"Population, total",1998,108537
"Population, total",1999,108599
"Population, total",2000,108642
"Population, total",2001,108549
"Population, total",2002,108509
"Population, total",2003,108505
"Population, total",2004,108466
"Population, total",2005,108453
"Population, total",2006,108369
"Population, total",2007,108337
"Population, total",2008,108397
"Population, total",2009,108404
"Population, total",2010,108357
"Population, total",2011,108290
"Population, total",2012,108188
"Population, total",2013,108041
"Population, total",2014,107882
"Population, total",2015,107712
"Population, total",2016,107516
"Population, total",2017,107281
"Population, total",2018,107001
"Population, total",2019,106669
"Population, total",2020,106290
"Population, total",2021,105870
"Population, total",2022,105413
"Population, total",2023,104917
"Population, total",2024,104377
"Urban population",1975,71094
"Urban population",1976,73363
"Urban population",1977,72044
"Urban population",1978,75091
"Urban population",1979,76204
"Urban population",1980,79855
"Urban population",1981,80915
"Urban population",1982,81947
"Urban population",1983,83005
"Urban population",1984,84015
"Urban population",1985,84921
"Urban population",1986,85733
"Urban population",1987,86498
"Urban population",1988,87230
"Urban population",1989,87965
"Urban population",1990,91160
"Urban population",1991,92529
"Urban population",1992,93936
"Urban population",1993,95290
"Urban population",1994,96515
"Urban population",1995,97507
"Urban population",1996,98277
"Urban population",1997,99010
"Urban population",1998,99649
"Urban population",1999,100159
"Urban population",2000,100587
"Urban population",2001,100749
"Urban population",2002,100952
"Urban population",2003,101182
"Urban population",2004,101373
"Urban population",2005,101581
"Urban population",2006,101716
"Urban population",2007,101894
"Urban population",2008,102152
"Urban population",2009,102354
"Urban population",2010,102499
"Urban population",2011,102617
"Urban population",2012,102691
"Urban population",2013,102715
"Urban population",2014,102718
"Urban population",2015,102703
"Urban population",2016,102656
"Urban population",2017,102564
"Urban population",2018,102422
"Urban population",2019,102223
"Urban population",2020,101974
"Urban population",2021,101678
"Urban population",2022,101340
"Urban population",2023,100958
"Urban population",2024,100530
"Rural population",1975,23390
"Rural population",1976,22803
"Rural population",1977,21159
"Rural population",1978,20838
"Rural population",1979,19979
"Rural population",1980,19781
"Rural population",1981,18938
"Rural population",1982,18121
"Rural population",1983,17343
"Rural population",1984,16585
"Rural population",1985,15839
"Rural population",1986,15109
"Rural population",1987,14403
"Rural population",1988,13722
"Rural population",1989,13076
"Rural population",1990,12803
"Rural population",1991,12278
"Rural population",1992,11776
"Rural population",1993,11288
"Rural population",1994,10803
"Rural population",1995,10311
"Rural population",1996,9818
"Rural population",1997,9347
"Rural population",1998,8888
"Rural population",1999,8440
"Rural population",2000,8055
"Rural population",2001,7800
"Rural population",2002,7557
"Rural population",2003,7323
"Rural population",2004,7093
"Rural population",2005,6872
"Rural population",2006,6653
"Rural population",2007,6443
"Rural population",2008,6245
"Rural population",2009,6050
"Rural population",2010,5858
"Rural population",2011,5673
"Rural population",2012,5497
"Rural population",2013,5326
"Rural population",2014,5164
"Rural population",2015,5009
"Rural population",2016,4860
"Rural population",2017,4717
"Rural population",2018,4579
"Rural population",2019,4446
"Rural population",2020,4316
"Rural population",2021,4192
"Rural population",2022,4073
"Rural population",2023,3959
"Rural population",2024,3847
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1975,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1976,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1977,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1978,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1979,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1980,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1981,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1982,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1983,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1984,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1985,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1986,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1987,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1988,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1989,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1990,NA
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1991,61.377
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1992,62.21
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1993,62.124
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1994,62.275
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1995,58.477
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1996,54.732
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1997,54.182
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1998,53.665
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1999,52.51
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2000,53.585
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2001,55.621
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2002,54.547
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2003,53.028
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2004,54.852
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2005,55.723
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2006,56.292
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2007,56.927
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2008,56.572
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2009,55.631
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2010,53.747
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2011,54.073
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2012,53.031
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2013,49.802
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2014,49.153
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2015,51.365
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2016,51.024
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2017,51.911
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2018,48.234
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2019,45.738
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2020,44.662
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2021,45.917
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2022,47.179
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2023,47.64
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2024,47.678
"Access to electricity (% of population)",1975,NA
"Access to electricity (% of population)",1976,NA
"Access to electricity (% of population)",1977,NA
"Access to electricity (% of population)",1978,NA
"Access to electricity (% of population)",1979,NA
"Access to electricity (% of population)",1980,NA
"Access to electricity (% of population)",1981,NA
"Access to electricity (% of population)",1982,NA
"Access to electricity (% of population)",1983,NA
"Access to electricity (% of population)",1984,NA
"Access to electricity (% of population)",1985,NA
"Access to electricity (% of population)",1986,NA
"Access to electricity (% of population)",1987,NA
"Access to electricity (% of population)",1988,NA
"Access to electricity (% of population)",1989,NA
"Access to electricity (% of population)",1990,100
"Access to electricity (% of population)",1991,100
"Access to electricity (% of population)",1992,100
"Access to electricity (% of population)",1993,100
"Access to electricity (% of population)",1994,100
"Access to electricity (% of population)",1995,100
"Access to electricity (% of population)",1996,100
"Access to electricity (% of population)",1997,100
"Access to electricity (% of population)",1998,100
"Access to electricity (% of population)",1999,100
"Access to electricity (% of population)",2000,100
"Access to electricity (% of population)",2001,100
"Access to electricity (% of population)",2002,100
"Access to electricity (% of population)",2003,100
"Access to electricity (% of population)",2004,100
"Access to electricity (% of population)",2005,100
"Access to electricity (% of population)",2006,100
"Access to electricity (% of population)",2007,100
"Access to electricity (% of population)",2008,100
"Access to electricity (% of population)",2009,100
"Access to electricity (% of population)",2010,100
"Access to electricity (% of population)",2011,100
"Access to electricity (% of population)",2012,100
"Access to electricity (% of population)",2013,100
"Access to electricity (% of population)",2014,100
"Access to electricity (% of population)",2015,100
"Access to electricity (% of population)",2016,100
"Access to electricity (% of population)",2017,100
"Access to electricity (% of population)",2018,100
"Access to electricity (% of population)",2019,100
"Access to electricity (% of population)",2020,100
"Access to electricity (% of population)",2021,100
"Access to electricity (% of population)",2022,100
"Access to electricity (% of population)",2023,100
"Access to electricity (% of population)",2024,NA
"Access to electricity, rural (% of rural population)",1975,NA
"Access to electricity, rural (% of rural population)",1976,NA
"Access to electricity, rural (% of rural population)",1977,NA
"Access to electricity, rural (% of rural population)",1978,NA
"Access to electricity, rural (% of rural population)",1979,NA
"Access to electricity, rural (% of rural population)",1980,NA
"Access to electricity, rural (% of rural population)",1981,NA
"Access to electricity, rural (% of rural population)",1982,NA
"Access to electricity, rural (% of rural population)",1983,NA
"Access to electricity, rural (% of rural population)",1984,NA
"Access to electricity, rural (% of rural population)",1985,NA
"Access to electricity, rural (% of rural population)",1986,NA
"Access to electricity, rural (% of rural population)",1987,NA
"Access to electricity, rural (% of rural population)",1988,NA
"Access to electricity, rural (% of rural population)",1989,NA
"Access to electricity, rural (% of rural population)",1990,100
"Access to electricity, rural (% of rural population)",1991,100
"Access to electricity, rural (% of rural population)",1992,100
"Access to electricity, rural (% of rural population)",1993,100
"Access to electricity, rural (% of rural population)",1994,100
"Access to electricity, rural (% of rural population)",1995,100
"Access to electricity, rural (% of rural population)",1996,100
"Access to electricity, rural (% of rural population)",1997,100
"Access to electricity, rural (% of rural population)",1998,100
"Access to electricity, rural (% of rural population)",1999,100
"Access to electricity, rural (% of rural population)",2000,100
"Access to electricity, rural (% of rural population)",2001,100
"Access to electricity, rural (% of rural population)",2002,100
"Access to electricity, rural (% of rural population)",2003,100
"Access to electricity, rural (% of rural population)",2004,100
"Access to electricity, rural (% of rural population)",2005,100
"Access to electricity, rural (% of rural population)",2006,100
"Access to electricity, rural (% of rural population)",2007,100
"Access to electricity, rural (% of rural population)",2008,100
"Access to electricity, rural (% of rural population)",2009,100
"Access to electricity, rural (% of rural population)",2010,100
"Access to electricity, rural (% of rural population)",2011,100
"Access to electricity, rural (% of rural population)",2012,100
"Access to electricity, rural (% of rural population)",2013,100
"Access to electricity, rural (% of rural population)",2014,100
"Access to electricity, rural (% of rural population)",2015,100
"Access to electricity, rural (% of rural population)",2016,100
"Access to electricity, rural (% of rural population)",2017,100
"Access to electricity, rural (% of rural population)",2018,100
"Access to electricity, rural (% of rural population)",2019,100
"Access to electricity, rural (% of rural population)",2020,100
"Access to electricity, rural (% of rural population)",2021,100
"Access to electricity, rural (% of rural population)",2022,100
"Access to electricity, rural (% of rural population)",2023,100
"Access to electricity, rural (% of rural population)",2024,NA
"Access to electricity, urban (% of urban population)",1975,NA
"Access to electricity, urban (% of urban population)",1976,NA
"Access to electricity, urban (% of urban population)",1977,NA
"Access to electricity, urban (% of urban population)",1978,NA
"Access to electricity, urban (% of urban population)",1979,NA
"Access to electricity, urban (% of urban population)",1980,NA
"Access to electricity, urban (% of urban population)",1981,NA
"Access to electricity, urban (% of urban population)",1982,NA
"Access to electricity, urban (% of urban population)",1983,NA
"Access to electricity, urban (% of urban population)",1984,NA
"Access to electricity, urban (% of urban population)",1985,NA
"Access to electricity, urban (% of urban population)",1986,NA
"Access to electricity, urban (% of urban population)",1987,NA
"Access to electricity, urban (% of urban population)",1988,NA
"Access to electricity, urban (% of urban population)",1989,NA
"Access to electricity, urban (% of urban population)",1990,100
"Access to electricity, urban (% of urban population)",1991,100
"Access to electricity, urban (% of urban population)",1992,100
"Access to electricity, urban (% of urban population)",1993,100
"Access to electricity, urban (% of urban population)",1994,100
"Access to electricity, urban (% of urban population)",1995,100
"Access to electricity, urban (% of urban population)",1996,100
"Access to electricity, urban (% of urban population)",1997,100
"Access to electricity, urban (% of urban population)",1998,100
"Access to electricity, urban (% of urban population)",1999,100
"Access to electricity, urban (% of urban population)",2000,100
"Access to electricity, urban (% of urban population)",2001,100
"Access to electricity, urban (% of urban population)",2002,100
"Access to electricity, urban (% of urban population)",2003,100
"Access to electricity, urban (% of urban population)",2004,100
"Access to electricity, urban (% of urban population)",2005,100
"Access to electricity, urban (% of urban population)",2006,100
"Access to electricity, urban (% of urban population)",2007,100
"Access to electricity, urban (% of urban population)",2008,100
"Access to electricity, urban (% of urban population)",2009,100
"Access to electricity, urban (% of urban population)",2010,100
"Access to electricity, urban (% of urban population)",2011,100
"Access to electricity, urban (% of urban population)",2012,100
"Access to electricity, urban (% of urban population)",2013,100
"Access to electricity, urban (% of urban population)",2014,100
"Access to electricity, urban (% of urban population)",2015,100
"Access to electricity, urban (% of urban population)",2016,100
"Access to electricity, urban (% of urban population)",2017,100
"Access to electricity, urban (% of urban population)",2018,100
"Access to electricity, urban (% of urban population)",2019,100
"Access to electricity, urban (% of urban population)",2020,100
"Access to electricity, urban (% of urban population)",2021,100
"Access to electricity, urban (% of urban population)",2022,100
"Access to electricity, urban (% of urban population)",2023,100
"Access to electricity, urban (% of urban population)",2024,NA
"Age dependency ratio (% of working-age population)",1975,73.4592719061519
"Age dependency ratio (% of working-age population)",1976,73.7214805715628
"Age dependency ratio (% of working-age population)",1977,73.5042257716222
"Age dependency ratio (% of working-age population)",1978,72.3079410126991
"Age dependency ratio (% of working-age population)",1979,70.2414244752027
"Age dependency ratio (% of working-age population)",1980,67.3766966805537
"Age dependency ratio (% of working-age population)",1981,64.4103796884776
"Age dependency ratio (% of working-age population)",1982,62.2084258643887
"Age dependency ratio (% of working-age population)",1983,60.6528769491851
"Age dependency ratio (% of working-age population)",1984,59.4977248584973
"Age dependency ratio (% of working-age population)",1985,58.5423419454322
"Age dependency ratio (% of working-age population)",1986,57.7110148418073
"Age dependency ratio (% of working-age population)",1987,56.9100380996812
"Age dependency ratio (% of working-age population)",1988,56.0317779254703
"Age dependency ratio (% of working-age population)",1989,54.9043355614153
"Age dependency ratio (% of working-age population)",1990,53.8232770100317
"Age dependency ratio (% of working-age population)",1991,53.1840570601733
"Age dependency ratio (% of working-age population)",1992,52.8712527656867
"Age dependency ratio (% of working-age population)",1993,52.8175274583465
"Age dependency ratio (% of working-age population)",1994,52.9560160770788
"Age dependency ratio (% of working-age population)",1995,53.1679736333674
"Age dependency ratio (% of working-age population)",1996,53.3610464786334
"Age dependency ratio (% of working-age population)",1997,53.4562603560352
"Age dependency ratio (% of working-age population)",1998,53.4012692041327
"Age dependency ratio (% of working-age population)",1999,53.1454035226263
"Age dependency ratio (% of working-age population)",2000,52.7558280138354
"Age dependency ratio (% of working-age population)",2001,52.3494736842105
"Age dependency ratio (% of working-age population)",2002,51.9648759173156
"Age dependency ratio (% of working-age population)",2003,51.6117763773806
"Age dependency ratio (% of working-age population)",2004,51.3746615680911
"Age dependency ratio (% of working-age population)",2005,51.1455807341751
"Age dependency ratio (% of working-age population)",2006,50.9226376993246
"Age dependency ratio (% of working-age population)",2007,50.9166132672109
"Age dependency ratio (% of working-age population)",2008,51.1644446923635
"Age dependency ratio (% of working-age population)",2009,51.7476937721349
"Age dependency ratio (% of working-age population)",2010,52.5703665113136
"Age dependency ratio (% of working-age population)",2011,53.5875870480945
"Age dependency ratio (% of working-age population)",2012,54.7613257613687
"Age dependency ratio (% of working-age population)",2013,55.9880455654534
"Age dependency ratio (% of working-age population)",2014,57.2669757135777
"Age dependency ratio (% of working-age population)",2015,58.2595025051057
"Age dependency ratio (% of working-age population)",2016,58.8405625812552
"Age dependency ratio (% of working-age population)",2017,59.2580496711845
"Age dependency ratio (% of working-age population)",2018,59.5838926174497
"Age dependency ratio (% of working-age population)",2019,59.8956693798624
"Age dependency ratio (% of working-age population)",2020,60.3989979778469
"Age dependency ratio (% of working-age population)",2021,61.1513638577691
"Age dependency ratio (% of working-age population)",2022,62.1299044865189
"Age dependency ratio (% of working-age population)",2023,63.2984684348151
"Age dependency ratio (% of working-age population)",2024,64.4379677038204
"Age dependency ratio, old (% of working-age population)",1975,6.64940977767987
"Age dependency ratio, old (% of working-age population)",1976,6.8428563686616
"Age dependency ratio, old (% of working-age population)",1977,7.06653263338174
"Age dependency ratio, old (% of working-age population)",1978,7.29437968135362
"Age dependency ratio, old (% of working-age population)",1979,7.55424970795426
"Age dependency ratio, old (% of working-age population)",1980,7.70897728799893
"Age dependency ratio, old (% of working-age population)",1981,7.72384496328251
"Age dependency ratio, old (% of working-age population)",1982,7.78395552025417
"Age dependency ratio, old (% of working-age population)",1983,7.90080368864269
"Age dependency ratio, old (% of working-age population)",1984,8.03196296355017
"Age dependency ratio, old (% of working-age population)",1985,8.19303269660446
"Age dependency ratio, old (% of working-age population)",1986,8.38116388545691
"Age dependency ratio, old (% of working-age population)",1987,8.57787108311951
"Age dependency ratio, old (% of working-age population)",1988,8.79766302415802
"Age dependency ratio, old (% of working-age population)",1989,9.02833139142699
"Age dependency ratio, old (% of working-age population)",1990,9.27706921551801
"Age dependency ratio, old (% of working-age population)",1991,9.5470556424385
"Age dependency ratio, old (% of working-age population)",1992,9.83066043874998
"Age dependency ratio, old (% of working-age population)",1993,10.1445327062602
"Age dependency ratio, old (% of working-age population)",1994,10.4786066531741
"Age dependency ratio, old (% of working-age population)",1995,10.8265143766337
"Age dependency ratio, old (% of working-age population)",1996,11.2096362294989
"Age dependency ratio, old (% of working-age population)",1997,11.6200025491779
"Age dependency ratio, old (% of working-age population)",1998,12.0517857900018
"Age dependency ratio, old (% of working-age population)",1999,12.5040542636752
"Age dependency ratio, old (% of working-age population)",2000,12.9734821855403
"Age dependency ratio, old (% of working-age population)",2001,13.4849122807018
"Age dependency ratio, old (% of working-age population)",2002,14.0524340373088
"Age dependency ratio, old (% of working-age population)",2003,14.665977335923
"Age dependency ratio, old (% of working-age population)",2004,15.3431769335976
"Age dependency ratio, old (% of working-age population)",2005,16.035342977395
"Age dependency ratio, old (% of working-age population)",2006,16.7634565838034
"Age dependency ratio, old (% of working-age population)",2007,17.6162482935391
"Age dependency ratio, old (% of working-age population)",2008,18.5976460088135
"Age dependency ratio, old (% of working-age population)",2009,19.6452818567409
"Age dependency ratio, old (% of working-age population)",2010,20.8895960349756
"Age dependency ratio, old (% of working-age population)",2011,22.2346717347214
"Age dependency ratio, old (% of working-age population)",2012,23.4840573905331
"Age dependency ratio, old (% of working-age population)",2013,24.7592509709369
"Age dependency ratio, old (% of working-age population)",2014,26.0284556401061
"Age dependency ratio, old (% of working-age population)",2015,27.3328337814607
"Age dependency ratio, old (% of working-age population)",2016,28.6934168537998
"Age dependency ratio, old (% of working-age population)",2017,30.0624972165729
"Age dependency ratio, old (% of working-age population)",2018,31.4720357941834
"Age dependency ratio, old (% of working-age population)",2019,32.9510875267947
"Age dependency ratio, old (% of working-age population)",2020,33.9917906618779
"Age dependency ratio, old (% of working-age population)",2021,34.5820141256698
"Age dependency ratio, old (% of working-age population)",2022,35.3630588922897
"Age dependency ratio, old (% of working-age population)",2023,36.3233096750093
"Age dependency ratio, old (% of working-age population)",2024,37.3107522646711
"Age dependency ratio, young (% of working-age population)",1975,66.809862128472
"Age dependency ratio, young (% of working-age population)",1976,66.8786242029012
"Age dependency ratio, young (% of working-age population)",1977,66.4376931382404
"Age dependency ratio, young (% of working-age population)",1978,65.0135613313455
"Age dependency ratio, young (% of working-age population)",1979,62.6871747672484
"Age dependency ratio, young (% of working-age population)",1980,59.6677193925548
"Age dependency ratio, young (% of working-age population)",1981,56.6865347251951
"Age dependency ratio, young (% of working-age population)",1982,54.4244703441345
"Age dependency ratio, young (% of working-age population)",1983,52.7520732605424
"Age dependency ratio, young (% of working-age population)",1984,51.4657618949471
"Age dependency ratio, young (% of working-age population)",1985,50.3493092488278
"Age dependency ratio, young (% of working-age population)",1986,49.3298509563504
"Age dependency ratio, young (% of working-age population)",1987,48.3321670165617
"Age dependency ratio, young (% of working-age population)",1988,47.2341149013122
"Age dependency ratio, young (% of working-age population)",1989,45.8760041699883
"Age dependency ratio, young (% of working-age population)",1990,44.5462077945137
"Age dependency ratio, young (% of working-age population)",1991,43.6370014177348
"Age dependency ratio, young (% of working-age population)",1992,43.0405923269367
"Age dependency ratio, young (% of working-age population)",1993,42.6729947520863
"Age dependency ratio, young (% of working-age population)",1994,42.4774094239047
"Age dependency ratio, young (% of working-age population)",1995,42.3414592567337
"Age dependency ratio, young (% of working-age population)",1996,42.1514102491346
"Age dependency ratio, young (% of working-age population)",1997,41.8362578068573
"Age dependency ratio, young (% of working-age population)",1998,41.3494834141309
"Age dependency ratio, young (% of working-age population)",1999,40.6413492589511
"Age dependency ratio, young (% of working-age population)",2000,39.782345828295
"Age dependency ratio, young (% of working-age population)",2001,38.8645614035088
"Age dependency ratio, young (% of working-age population)",2002,37.9124418800067
"Age dependency ratio, young (% of working-age population)",2003,36.9457990414577
"Age dependency ratio, young (% of working-age population)",2004,36.0314846344935
"Age dependency ratio, young (% of working-age population)",2005,35.1102377567801
"Age dependency ratio, young (% of working-age population)",2006,34.1591811155212
"Age dependency ratio, young (% of working-age population)",2007,33.3003649736717
"Age dependency ratio, young (% of working-age population)",2008,32.56679868355
"Age dependency ratio, young (% of working-age population)",2009,32.102411915394
"Age dependency ratio, young (% of working-age population)",2010,31.680770476338
"Age dependency ratio, young (% of working-age population)",2011,31.3529153133731
"Age dependency ratio, young (% of working-age population)",2012,31.2772683708355
"Age dependency ratio, young (% of working-age population)",2013,31.2287945945166
"Age dependency ratio, young (% of working-age population)",2014,31.2385200734715
"Age dependency ratio, young (% of working-age population)",2015,30.926668723645
"Age dependency ratio, young (% of working-age population)",2016,30.1471457274554
"Age dependency ratio, young (% of working-age population)",2017,29.1955524546116
"Age dependency ratio, young (% of working-age population)",2018,28.1118568232662
"Age dependency ratio, young (% of working-age population)",2019,26.9445818530677
"Age dependency ratio, young (% of working-age population)",2020,26.407207315969
"Age dependency ratio, young (% of working-age population)",2021,26.5693497320994
"Age dependency ratio, young (% of working-age population)",2022,26.7668455942292
"Age dependency ratio, young (% of working-age population)",2023,26.9751587598058
"Age dependency ratio, young (% of working-age population)",2024,27.1272154391493
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1975,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1976,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1977,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1978,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1979,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1980,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1981,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1982,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1983,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1984,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1985,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1986,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1987,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1988,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1989,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1990,NA
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1991,54.598
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1992,55.469
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1993,55.498
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1994,55.815
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1995,52.561
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1996,49.141
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1997,48.855
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1998,48.402
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1999,47.597
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2000,48.902
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2001,50.836
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2002,49.948
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2003,48.548
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2004,50.489
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2005,51.529
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2006,52.391
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2007,53.291
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",2008,53.142
